Dialogue_ID,Utterance_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,Predicted_Emotion,Reasoning,raw_output
93,0,93_0,Joey,I cant believe Im going to lose this job!,sadness,sadness,expressing loss of job,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,1,93_1,Chandler,Oh Im so sorry man! Is there anything I can do?,sadness,neutral,expressing sympathy,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,2,93_2,Joey,Yeah! Help me get this mini-fridge past the security guard.,neutral,neutral,requesting help,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,3,93_3,Wayne,"Hey Joey, I want to talk to you.",neutral,neutral,interrupting,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,4,93_4,Joey,Yeah?,neutral,neutral,acknowledging,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,8,93_8,Joey,"Oh, Chandler, Wayne.",neutral,neutral,acknowledging,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,9,93_9,Joey,"Wayne, Chandler.",neutral,neutral,acknowledging,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,10,93_10,Chandler,"Hi, how are ya?",neutral,neutral,greeting,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,11,93_11,Wayne,"Joey, Joey, I-I-Ill g-get you your job back if you help me out.",neutral,surprise,offering help,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,12,93_12,Joey,Why should I help you?!,anger,anger,expressing reluctance,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,13,93_13,Chandler,The reason he just said.,neutral,neutral,explaining,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,14,93_14,Joey,What do you need?,neutral,neutral,asking for information,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
93,15,93_15,Wayne,"I-I-I saw you on stage talking to that beautiful woman, yknow Sarah?",neutral,surprise,making an unexpected revelation,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""sadness"", ""reasoning"": ""expressing loss of job""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""expressing sympathy""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""requesting hel"
97,0,97_0,Joey,"Hey Monica, it's Joey!",joy,joy,exclamation mark and enthusiastic tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,1,97_1,Monica,"Hey Joey! Aww, you remembered even though you're a big star!",joy,joy,exclamation mark and affectionate tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,2,97_2,Joey,"Aw, come on! It'll be years before I forget you!",neutral,joy,exclamation mark and playful tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,3,97_3,Monica,"Joey, what's it like on a movie set, huh?",neutral,neutral,neutral tone and curiosity,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,4,97_4,Monica,Do you have a dressing room?,neutral,neutral,neutral tone and curiosity,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,5,97_5,Monica,Do you have a chair with your name on it?,neutral,neutral,neutral tone and curiosity,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,6,97_6,Joey,"Uh, well yeah-yeah, I've got all of that going on.",neutral,neutral,neutral tone and casual tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,7,97_7,Joey,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,anger,aggressive tone and confrontational language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,8,97_8,Joey,Uh-oh!,fear,fear,exclamation mark and sudden change in tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,9,97_9,Joey,"I gotta go Monica, my uh, my sushi's here!",neutral,neutral,neutral tone and casual tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,10,97_10,Joey,Sorry about that. Thanks for waitin'.,neutral,neutral,neutral tone and polite language,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
97,11,97_11,Joey,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,joy,exclamation mark and enthusiastic tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and enthusiastic tone""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""joy"", ""reasoning"": ""exclamation mark and affectionate tone""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"", ""reas"
95,0,95_0,Phoebe,"Oh, I thought this was your party and it turns out its a party for Howard. He's just the sweetest little man!",surprise,joy,Phoebe is expressing enthusiasm and affection for Howard.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,1,95_1,Guest #1,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,neutral,Guest #1 is being polite and friendly.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,2,95_2,Ross,You chipped in?!,surprise,anger,Ross is expressing surprise and frustration.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,3,95_3,Phoebe,"Yeah, uh-huh, a 100 dollars.",neutral,neutral,Phoebe is stating a fact.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,4,95_4,Ross,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,anger,Ross is expressing frustration and disappointment.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,5,95_5,Phoebe,"Yeah, but they didn't ask me!",anger,neutral,Phoebe is stating a fact.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,6,95_6,Phoebe,Y'know?,neutral,neutral,Phoebe is making a casual comment.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,7,95_7,Phoebe,"This way I'm just y'know, the exotic, generous stranger.",joy,joy,Phoebe is being playful and lighthearted.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,8,95_8,Phoebe,That's always fun to be.,joy,joy,Phoebe is expressing enthusiasm and enjoyment.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,9,95_9,Ross,"Yeah, but you're making me look bad!",anger,anger,Ross is expressing frustration and concern.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,10,95_10,Phoebe,No I'm not.,neutral,neutral,Phoebe is denying a statement.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,11,95_11,Phoebe,No!,surprise,neutral,Phoebe is denying a statement.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,12,95_12,Phoebe,If anything I'm making you look better!,joy,joy,Phoebe is being playful and lighthearted.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,13,95_13,Phoebe,They'll see you talking to me and that's--I'm a hit!,joy,joy,Phoebe is expressing enthusiasm and excitement.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,14,95_14,Steve,"Oh hey, Pheebs!",joy,neutral,Steve is greeting Phoebe.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,15,95_15,Phoebe,Hey!,joy,neutral,Phoebe is greeting Steve.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,16,95_16,Steve,"Oh hey, Ross.",neutral,neutral,Steve is greeting Ross.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,17,95_17,Steve,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,neutral,Steve is making a suggestion.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,18,95_18,Steve,Something to think about.,neutral,neutral,Steve is making a suggestion.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
95,19,95_19,Phoebe,"Yeah, okay, my bad.",joy,neutral,Phoebe is agreeing with Steve.,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""joy"", ""reasoning"": ""Phoebe is expressing enthusiasm and affection for Howard.""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""Guest #1 is being polite and friendly.""},
    {""utterance_id"": ""2"", ""predicted"
96,0,96_0,Joey,Here. I need to borrow some moisturizer.,neutral,neutral,"neutral tone, asking for a common item","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,1,96_1,Monica,For what?,neutral,neutral,"neutral tone, asking for clarification","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,2,96_2,Joey,Whaddya think? Today's the big day!,joy,joy,excitement and enthusiasm in the tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,3,96_3,Monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,surprise,surprised reaction to Joey's statement,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,4,96_4,Joey,Thank you!,joy,neutral,polite and helpful tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,5,96_5,Chandler,Where's Joey? His mom's on the phone.,neutral,neutral,"neutral tone, asking a question","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,6,96_6,Monica,He's in the bathroom. I don't think you wanna go in there!,anger,neutral,"neutral tone, warning Chandler","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,7,96_7,Chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,fear,exaggerated and distressed tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,8,96_8,Monica,I warned you...,neutral,anger,anger and frustration in the tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,9,96_9,Rachel,Who is being loud?,anger,neutral,"neutral tone, asking a question","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,10,96_10,Chandler,"Oh, that would be Monica.",neutral,anger,anger and frustration in the tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,11,96_11,Chandler,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,joy,excitement and enthusiasm in the tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,12,96_12,Monica,"Oh, you got the whole night, huh?",surprise,surprise,surprised reaction to Chandler's statement,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,13,96_13,Chandler,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,neutral,"neutral tone, explaining a situation","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,14,96_14,Rachel,"Ooh, do I sense a little bit of resentment?",surprise,sadness,sensing a negative emotion in Chandler's tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,15,96_15,Chandler,"No, no resentment, believe me, it's worth it.",neutral,neutral,"denying resentment, neutral tone","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,16,96_16,Chandler,'Kay?,neutral,neutral,"neutral tone, agreement","{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,17,96_17,Chandler,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,joy,romantic and sentimental tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
96,18,96_18,Chandler,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,anger,anger and frustration in the tone,"{
  ""predictions"": [
    {""utterance_id"": ""0"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for a common item""},
    {""utterance_id"": ""1"", ""predicted_emotion"": ""neutral"", ""reasoning"": ""neutral tone, asking for clarification""},
    {""utterance_id"": ""2"", ""predicted_emotion"": ""joy"
