Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,outcome,winning_agent,vote_plain,vote_linguistic,vote_context,reason_plain,reason_linguistic,reason_context,arbitrator_reasoning
80,80_6,Joey,"All right! Ill try! But if I cant, you can stay with Chandler and I until you get settled.",neutral,anger,0.5233,unanimous,majority,anger,anger,anger,,,,
80,80_7,Rachel,Go!!,anger,anger,0.75,majority,majority,anger,anger,neutral,,,,
80,80_8,Joey,"All right, all right, all right.",neutral,neutral,0.3267,unanimous,majority,neutral,neutral,neutral,,,,
80,80_9,Joey,"I mean Ill have to check with him first, but Ill think hell be cool with it.",neutral,neutral,0.5567,unanimous,majority,neutral,neutral,neutral,,,,
76,76_0,Ross,Lucky sixes....,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
76,76_1,Rachel,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral,neutral,0.9433,unanimous,majority,neutral,neutral,neutral,,,,
76,76_2,Monica,Hi!,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
76,76_3,Rachel,And Joey....,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
76,76_4,Monica,Hi!,neutral,neutral,0.7233,unanimous,majority,neutral,neutral,neutral,,,,
76,76_5,Rachel,And Ross.,neutral,neutral,0.1667,unanimous,majority,neutral,neutral,neutral,,,,
76,76_6,Monica,Hi!,neutral,neutral,0.9,majority,majority,neutral,joy,neutral,,,,
76,76_7,Rachel,He doesn't speak much English.,neutral,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
76,76_8,Rachel,Look at that!,surprise,joy,1.0,majority,majority,joy,joy,surprise,,,,
76,76_9,Ross,"So, um... where did Paolo come from?",neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
76,76_10,Rachel,"Oh... Italy, I think.",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
76,76_11,Ross,"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
76,76_12,Rachel,"Well, the cat... the cat turned out to be Paolo's cat!",neutral,surprise,0.505,unanimous,majority,surprise,surprise,surprise,,,,
76,76_13,Ross,"That, that is funny... .... and Rachel keeps touching him.",neutral,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
76,76_14,Phoebe,Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
76,76_15,Rachel,"Oh, I found him. He was Paolo's cat.",neutral,neutral,0.5,arbitrated,unknown,joy,neutral,surprise,,,,
76,76_16,Phoebe,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,joy,anger,0.9,majority,majority,anger,neutral,anger,,,,
76,76_17,Rachel,"Ah, Paolo, this is Phoebe.",neutral,neutral,0.5,arbitrated,unknown,joy,anger,neutral,,,,
76,76_18,Phoebe,You betcha!,joy,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
84,84_0,Chandler,Whats wrong with you?,anger,anger,0.999,majority,majority,anger,anger,neutral,,,,
84,84_1,Joey,Nothing!,anger,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
84,84_2,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.",sadness,neutral,0.25,majority,majority,fear,neutral,neutral,,,,
85,85_0,Joey,"But um, I dont think its anything serious.",neutral,neutral,0.8,unanimous,majority,neutral,neutral,neutral,,,,
85,85_1,Chandler,This sounds like a hernia. You have toyou-youGo to the doctor!,surprise,anger,0.5,majority,majority,surprise,anger,anger,,,,
85,85_2,Joey,No way!,anger,surprise,0.6533,unanimous,majority,surprise,surprise,surprise,,,,
85,85_3,Joey,"Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",anger,anger,0.4,majority,majority,surprise,anger,anger,,,,
85,85_4,Joey,Why did I have to start working out again?,disgust,neutral,0.5,arbitrated,unknown,anger,joy,surprise,,,,
85,85_5,Joey,Damn you 15s!,anger,anger,1.0,unanimous,majority,anger,anger,anger,,,,
86,86_0,Rachel,Its a trifle.,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
86,86_1,Rachel,Its got all of these layers.,neutral,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
86,86_2,Rachel,"First theres a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,neutral,0.5,majority,majority,neutral,joy,neutral,,,,
86,86_3,Rachel,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like somethings wrong.]",neutral,joy,0.47,arbitrated,unknown,joy,anger,disgust,,,,
86,86_4,Rachel,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,joy,0.875,majority,majority,joy,joy,surprise,,,,
86,86_5,Ross,It tastes like feet!,disgust,disgust,0.5,majority,majority,anger,disgust,disgust,,,,
86,86_6,Joey,I like it.,joy,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
86,86_7,Ross,Are you kidding?,surprise,anger,0.9333,unanimous,majority,anger,anger,anger,,,,
87,87_0,Chandler,Does anyone else think David Copperfield is cute?,neutral,joy,0.93,majority,majority,joy,joy,neutral,,,,
87,87_1,Monica,"No, but he told me, he thinks your a fox.",neutral,surprise,1.0,majority,majority,neutral,surprise,surprise,,,,
89,89_0,Mike,Go ahead.,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
89,89_1,Mike,This works with any milk carton.,neutral,neutral,0.8267,unanimous,majority,neutral,neutral,neutral,,,,
89,89_2,Joey,"Wow, it is easy.  Now, I can have milk everyday.",surprise,joy,1.0,unanimous,majority,joy,joy,joy,,,,
83,83_0,Chandler,"Well, my apartment isnt there anymore, because I drank it.",neutral,surprise,1.0,arbitrated,unknown,neutral,surprise,disgust,,,,
83,83_1,Phoebe,Whered you get too? We lost you after you opened up all the presents.,neutral,neutral,0.6,majority,majority,surprise,neutral,neutral,,,,
83,83_2,Ross,Yeah.,neutral,neutral,0.5,arbitrated,unknown,neutral,sadness,surprise,,,,
83,83_3,Chandler,"Yeah, I ended up in the storage room, and not alone.",neutral,surprise,0.55,majority,majority,surprise,sadness,surprise,,,,
83,83_4,All,Woooo hoooo!!!,joy,joy,1.0,majority,majority,neutral,joy,joy,,,,
83,83_5,Chandler,"Ow, no woo-hooing, no woo-hooing.",anger,anger,0.9,majority,majority,anger,surprise,anger,,,,
83,83_6,Phoebe,"Why, what happened?",surprise,surprise,1.0,majority,majority,neutral,surprise,surprise,,,,
83,83_7,Chandler,"Ah, I fooled around with Joeys sister.  Well, thats not the worst part.",sadness,anger,1.0,arbitrated,unknown,surprise,anger,disgust,,,,
83,83_8,Monica,What is the worse part?,neutral,surprise,0.8,arbitrated,unknown,sadness,anger,surprise,,,,
83,83_9,Chandler,I cant remember which sister.,sadness,neutral,0.5,arbitrated,unknown,neutral,anger,surprise,,,,
83,83_10,Ross,You see what men do! Dont tell me men are not nice!  This is men!!,anger,anger,0.825,majority,majority,anger,anger,neutral,,,,
91,91_0,Joey,"Hey Ross, will you pass me that knife?",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
90,90_0,Rachel,"Well, you might want to tell him it sounds like his wife is  gay.",neutral,anger,0.3,majority,majority,anger,anger,neutral,,,,
90,90_1,Ross,She is not  Shes gay. Oh my God. She is,anger,surprise,0.85,majority,majority,neutral,surprise,surprise,,,,
90,90_2,Rachel,Good day for married people huh?,surprise,neutral,0.35,majority,majority,neutral,neutral,disgust,,,,
90,90_3,Ross,Im sorry your husband cheated on you.,sadness,sadness,0.0,arbitrated,unknown,sadness,neutral,anger,,,,
90,90_4,Rachel,Im sorry your wife is gay. I guess women arent that great either.,sadness,disgust,0.49,majority,majority,neutral,disgust,disgust,,,,
90,90_5,Ross,Try telling my wife that.,sadness,anger,0.6,unanimous,majority,anger,anger,anger,,,,
92,92_0,Monica,I can't wait to be with you!,joy,joy,0.9333,unanimous,majority,joy,joy,joy,,,,
92,92_1,Monica,I'll sneak over as soon as Ross picks up Ben.,neutral,neutral,0.25,majority,majority,joy,neutral,neutral,,,,
92,92_2,Monica,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,neutral,neutral,1.0,majority,majority,joy,neutral,neutral,,,,
92,92_3,Chandler,Laundry. Huh. Is that my new nickname?,joy,joy,0.439,majority,majority,joy,joy,surprise,,,,
92,92_4,Monica,"Awww, y'know what your nickname is, Mr. Big",joy,joy,0.7295,unanimous,majority,joy,joy,joy,,,,
92,92_5,Rachel,Arghh!!,disgust,anger,0.6,unanimous,majority,anger,anger,anger,,,,
94,94_0,Paul,What?,surprise,neutral,0.75,majority,majority,neutral,surprise,neutral,,,,
94,94_1,Ross,And I too am just a love machine.,neutral,neutral,0.7867,unanimous,majority,neutral,neutral,neutral,,,,
94,94_2,Paul,"Ross, let me show you where the guest room is.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
88,88_0,Host,"Welcome everybody, welcome to Amazing Discoveries!",joy,joy,0.995,majority,majority,joy,joy,neutral,,,,
88,88_1,Phoebe,"Oh, oh! It's on again!",joy,joy,1.0,unanimous,majority,joy,joy,joy,,,,
88,88_2,Joey,"You guys, can we please not watch this all right.",disgust,neutral,0.9,unanimous,majority,neutral,neutral,neutral,,,,
88,88_3,All,Shhhh!,anger,anger,1.0,arbitrated,unknown,sadness,anger,neutral,,,,
88,88_4,Host,"Folks, has this ever happened to you.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
88,88_5,Host,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral,neutral,0.485,majority,majority,surprise,neutral,neutral,,,,
88,88_6,Joey,"Oh, you said it Mike.  Aw! There's got to be a better way!",anger,joy,0.79,majority,majority,joy,joy,neutral,,,,
88,88_7,Mike,And there is Kevin.,neutral,neutral,1.0,majority,majority,joy,neutral,neutral,,,,
88,88_8,Joey,Can we please turn this off?,sadness,neutral,0.65,majority,majority,neutral,anger,neutral,,,,
88,88_9,Rachel,"Noo way, Kevin.",joy,fear,0.0,arbitrated,unknown,anger,neutral,disgust,,,,
88,88_10,Mike,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral,surprise,0.427,majority,majority,joy,surprise,surprise,,,,
88,88_11,Ross,Are you intrigued?,surprise,surprise,0.68,arbitrated,unknown,joy,neutral,surprise,,,,
88,88_12,Chandler,You're flingin'-flangin' right I am!,joy,joy,1.0,unanimous,majority,joy,joy,joy,,,,
88,88_13,Mike,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",neutral,neutral,0.1667,unanimous,majority,neutral,neutral,neutral,,,,
93,93_0,Joey,I cant believe Im going to lose this job!,sadness,sadness,1.0,majority,majority,sadness,anger,sadness,,,,
93,93_1,Chandler,Oh Im so sorry man! Is there anything I can do?,sadness,neutral,0.75,majority,majority,neutral,neutral,sadness,,,,
93,93_2,Joey,Yeah! Help me get this mini-fridge past the security guard.,neutral,neutral,0.5,arbitrated,unknown,joy,anger,neutral,,,,
93,93_3,Wayne,"Hey Joey, I want to talk to you.",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
93,93_4,Joey,Yeah?,neutral,neutral,0.5,arbitrated,unknown,neutral,surprise,sadness,,,,
93,93_8,Joey,"Oh, Chandler, Wayne.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
93,93_9,Joey,"Wayne, Chandler.",neutral,neutral,0.1667,unanimous,majority,neutral,neutral,neutral,,,,
93,93_10,Chandler,"Hi, how are ya?",neutral,neutral,1.0,majority,majority,neutral,neutral,joy,,,,
93,93_11,Wayne,"Joey, Joey, I-I-Ill g-get you your job back if you help me out.",neutral,neutral,0.5,arbitrated,unknown,fear,neutral,surprise,,,,
93,93_12,Joey,Why should I help you?!,anger,anger,0.95,majority,majority,anger,neutral,anger,,,,
93,93_13,Chandler,The reason he just said.,neutral,neutral,0.5,arbitrated,unknown,neutral,sadness,anger,,,,
93,93_14,Joey,What do you need?,neutral,neutral,0.25,majority,majority,neutral,anger,neutral,,,,
93,93_15,Wayne,"I-I-I saw you on stage talking to that beautiful woman, yknow Sarah?",neutral,neutral,0.5,arbitrated,unknown,neutral,sadness,surprise,,,,
95,95_0,Phoebe,"Oh, I thought this was your party and it turns out its a party for Howard. He's just the sweetest little man!",surprise,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
95,95_1,Guest #1,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
95,95_2,Ross,You chipped in?!,surprise,anger,0.995,majority,majority,joy,anger,anger,,,,
95,95_3,Phoebe,"Yeah, uh-huh, a 100 dollars.",neutral,neutral,0.5,majority,majority,neutral,neutral,anger,,,,
95,95_4,Ross,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,anger,1.0,majority,majority,anger,anger,neutral,,,,
95,95_5,Phoebe,"Yeah, but they didn't ask me!",anger,neutral,0.65,majority,majority,sadness,neutral,neutral,,,,
95,95_6,Phoebe,Y'know?,neutral,neutral,0.5,majority,majority,neutral,sadness,neutral,,,,
95,95_7,Phoebe,"This way I'm just y'know, the exotic, generous stranger.",joy,neutral,0.74,majority,majority,neutral,anger,neutral,,,,
95,95_8,Phoebe,That's always fun to be.,joy,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
95,95_9,Ross,"Yeah, but you're making me look bad!",anger,anger,0.2667,unanimous,majority,anger,anger,anger,,,,
95,95_10,Phoebe,No I'm not.,neutral,neutral,0.75,majority,majority,neutral,anger,neutral,,,,
95,95_11,Phoebe,No!,surprise,anger,0.95,majority,majority,neutral,anger,anger,,,,
95,95_12,Phoebe,If anything I'm making you look better!,joy,joy,0.54,unanimous,majority,joy,joy,joy,,,,
95,95_13,Phoebe,They'll see you talking to me and that's--I'm a hit!,joy,joy,0.7611,unanimous,majority,joy,joy,joy,,,,
95,95_14,Steve,"Oh hey, Pheebs!",joy,joy,0.945,majority,majority,joy,joy,neutral,,,,
95,95_15,Phoebe,Hey!,joy,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
95,95_16,Steve,"Oh hey, Ross.",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
95,95_17,Steve,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,anger,0.75,majority,majority,neutral,anger,anger,,,,
95,95_18,Steve,Something to think about.,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
95,95_19,Phoebe,"Yeah, okay, my bad.",joy,neutral,0.5,arbitrated,unknown,neutral,sadness,anger,,,,
96,96_0,Joey,Here. I need to borrow some moisturizer.,neutral,neutral,0.8,unanimous,majority,neutral,neutral,neutral,,,,
96,96_1,Monica,For what?,neutral,neutral,1.0,majority,majority,anger,neutral,neutral,,,,
96,96_2,Joey,Whaddya think? Today's the big day!,joy,joy,0.8267,unanimous,majority,joy,joy,joy,,,,
96,96_3,Monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,surprise,0.9,majority,majority,neutral,surprise,surprise,,,,
96,96_4,Joey,Thank you!,joy,joy,0.775,majority,majority,joy,joy,neutral,,,,
96,96_5,Chandler,Where's Joey? His mom's on the phone.,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
96,96_6,Monica,He's in the bathroom. I don't think you wanna go in there!,anger,disgust,0.94,majority,majority,neutral,disgust,disgust,,,,
96,96_7,Chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,surprise,0.475,majority,majority,surprise,neutral,surprise,,,,
96,96_8,Monica,I warned you...,neutral,neutral,0.5,arbitrated,unknown,neutral,anger,disgust,,,,
96,96_9,Rachel,Who is being loud?,anger,neutral,0.75,majority,majority,neutral,surprise,neutral,,,,
96,96_10,Chandler,"Oh, that would be Monica.",neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
96,96_11,Chandler,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,neutral,0.497,majority,majority,neutral,neutral,joy,,,,
96,96_12,Monica,"Oh, you got the whole night, huh?",surprise,anger,0.0,majority,majority,anger,neutral,anger,,,,
96,96_13,Chandler,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,neutral,0.04,unanimous,majority,neutral,neutral,neutral,,,,
96,96_14,Rachel,"Ooh, do I sense a little bit of resentment?",surprise,sadness,0.5,majority,majority,sadness,sadness,neutral,,,,
96,96_15,Chandler,"No, no resentment, believe me, it's worth it.",neutral,neutral,0.5333,unanimous,majority,neutral,neutral,neutral,,,,
96,96_16,Chandler,'Kay?,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
96,96_17,Chandler,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,joy,0.5,majority,majority,joy,neutral,joy,,,,
96,96_18,Chandler,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,anger,0.25,majority,majority,anger,neutral,anger,,,,
96,96_19,Monica,"Oh, um, Chandler?",neutral,neutral,0.6633,unanimous,majority,neutral,neutral,neutral,,,,
96,96_20,Monica,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,disgust,0.6,unanimous,majority,disgust,disgust,disgust,,,,
97,97_0,Joey,"Hey Monica, it's Joey!",joy,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
97,97_1,Monica,"Hey Joey! Aww, you remembered even though you're a big star!",joy,joy,0.6333,unanimous,majority,joy,joy,joy,,,,
97,97_2,Joey,"Aw, come on! It'll be years before I forget you!",neutral,joy,0.6667,unanimous,majority,joy,joy,joy,,,,
97,97_3,Monica,"Joey, what's it like on a movie set, huh?",neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
97,97_4,Monica,Do you have a dressing room?,neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
97,97_5,Monica,Do you have a chair with your name on it?,neutral,neutral,0.9333,unanimous,majority,neutral,neutral,neutral,,,,
97,97_6,Joey,"Uh, well yeah-yeah, I've got all of that going on.",neutral,neutral,0.6167,unanimous,majority,neutral,neutral,neutral,,,,
97,97_7,Joey,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,anger,0.75,majority,majority,anger,joy,anger,,,,
97,97_8,Joey,Uh-oh!,fear,surprise,1.0,majority,majority,neutral,surprise,surprise,,,,
97,97_9,Joey,"I gotta go Monica, my uh, my sushi's here!",neutral,neutral,0.61,unanimous,majority,neutral,neutral,neutral,,,,
97,97_10,Joey,Sorry about that. Thanks for waitin'.,neutral,neutral,0.85,unanimous,majority,neutral,neutral,neutral,,,,
97,97_11,Joey,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,joy,1.0,majority,majority,joy,neutral,joy,,,,
99,99_0,Joey,What cha doing?,neutral,neutral,0.35,unanimous,majority,neutral,neutral,neutral,,,,
99,99_1,Chandler,Having a swim.,neutral,neutral,0.75,majority,majority,neutral,surprise,neutral,,,,
99,99_2,Joey,What about the chick?,neutral,surprise,0.7,majority,majority,neutral,surprise,surprise,,,,
99,99_3,Chandler,Chicks dont swim.,neutral,disgust,0.8,arbitrated,unknown,neutral,surprise,disgust,,,,
99,99_4,Joey,Are you sure?,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
99,99_5,Chandler,I dont know. Should we try it?,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
99,99_6,Joey,Sure.,neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
99,99_7,Chandler,"See, I told you they dont swim.",neutral,neutral,0.9267,unanimous,majority,neutral,neutral,neutral,,,,
99,99_8,Joey,Wait. Give him a minute.,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
99,99_9,Chandler,"Noo!  Oh, its okay, its okay, baby, baby, baby.",fear,joy,0.5833,unanimous,majority,joy,joy,joy,,,,
98,98_0,Rachel,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,surprise,0.75,majority,majority,neutral,surprise,surprise,,,,
98,98_1,Monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",anger,neutral,0.5,majority,majority,neutral,neutral,fear,,,,
98,98_2,Rachel,"Wow, you guys, this is big.",surprise,neutral,0.5,arbitrated,unknown,neutral,joy,fear,,,,
98,98_3,Monica,Pants and a sweater?,anger,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
98,98_4,Monica,"Why, mom?",anger,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
98,98_5,Monica,Who am I gonna meet in a blackout?,anger,surprise,1.0,arbitrated,unknown,surprise,fear,neutral,,,,
98,98_6,Monica,Power company guys?,anger,neutral,0.5,arbitrated,unknown,anger,sadness,surprise,,,,
98,98_7,Monica,Eligible looters?,anger,surprise,0.8,majority,majority,anger,surprise,surprise,,,,
98,98_8,Monica,Could we talk about this later?,anger,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
98,98_9,Monica,OK.,neutral,neutral,0.5943,unanimous,majority,neutral,neutral,neutral,,,,
98,98_10,Phoebe,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,neutral,0.83,unanimous,majority,neutral,neutral,neutral,,,,
98,98_11,Phoebe,"Well, I never call",neutral,neutral,0.5,arbitrated,unknown,anger,joy,disgust,,,,
101,101_0,Phoebe,Hey!,joy,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
101,101_1,Monica,Hey.,neutral,neutral,0.89,majority,majority,joy,neutral,neutral,,,,
101,101_2,Phoebe,"Hey, why are you mopping your ceiling?",sadness,neutral,0.5,arbitrated,unknown,neutral,anger,surprise,,,,
101,101_3,Monica,"Oh, theres banana on it.",neutral,neutral,0.8267,unanimous,majority,neutral,neutral,neutral,,,,
103,103_0,Ross,Hey!,joy,neutral,0.83,unanimous,majority,neutral,neutral,neutral,,,,
103,103_1,Joey,Hey.,neutral,neutral,0.905,majority,majority,joy,neutral,neutral,,,,
103,103_2,Ross,"Do you have a minute? Id like to talk to you about something Im, Im really uncomfortable talking about.",fear,sadness,0.6,majority,majority,neutral,sadness,sadness,,,,
103,103_3,Joey,"Sure. What? About uh, you showering with your mom?",surprise,disgust,0.5,majority,majority,neutral,disgust,disgust,,,,
103,103_4,Ross,"I actually had a topic in mind! Im, Im kinda going through a dry spell, sex wise.",anger,surprise,0.855,majority,majority,surprise,sadness,surprise,,,,
103,103_5,Joey,"Whoa, for like months?",surprise,surprise,0.84,majority,majority,neutral,surprise,surprise,,,,
100,100_0,Phoebe,"Me taking care of you is no problem, huh?",neutral,neutral,0.49,majority,majority,neutral,sadness,neutral,,,,
100,100_1,Phoebe,You guys feel safe.,neutral,joy,0.395,majority,majority,joy,joy,neutral,,,,
100,100_2,Phoebe,Right?,neutral,joy,0.9,majority,majority,neutral,joy,joy,,,,
100,100_3,Phoebe,"Okay, Im gonna take that spit bubble as, ""Yeah, I do!""",neutral,joy,0.9267,unanimous,majority,joy,joy,joy,,,,
100,100_4,Phoebe,"Okay, after I get rid of this dirty diaper Leslie, Ill set you up with a clean one.",neutral,neutral,0.5,majority,majority,neutral,neutral,joy,,,,
100,100_5,Phoebe,"Okay, Im sorry.",sadness,neutral,0.75,majority,majority,neutral,neutral,sadness,,,,
100,100_6,Phoebe,I didnt mean to scare you.,sadness,neutral,0.74,majority,majority,neutral,neutral,surprise,,,,
100,100_7,Phoebe,I just have to clean that up.,neutral,neutral,0.6667,unanimous,majority,neutral,neutral,neutral,,,,
100,100_8,Phoebe,Okay?,neutral,neutral,0.88,majority,majority,neutral,neutral,sadness,,,,
100,100_9,Phoebe,"Cause lets face it, were at Monicas.",neutral,neutral,0.999,majority,majority,neutral,anger,neutral,,,,
100,100_10,Phoebe,I broke it.,sadness,neutral,0.5,arbitrated,unknown,sadness,neutral,surprise,,,,
100,100_11,Phoebe,All right.,neutral,neutral,1.0,majority,majority,neutral,neutral,anger,,,,
100,100_12,Phoebe,"Well, thats just the way that goes.",neutral,neutral,1.0,majority,majority,neutral,neutral,anger,,,,
100,100_13,Phoebe,"Okay, good.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
100,100_14,Phoebe,Why are there only two of you?,fear,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
100,100_15,Phoebe,Where is Leslie?,fear,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
100,100_16,Phoebe,"Well, you cant answer.",neutral,anger,0.85,majority,majority,neutral,anger,anger,,,,
100,100_17,Phoebe,Leslie?,neutral,neutral,0.0,arbitrated,unknown,neutral,surprise,sadness,,,,
100,100_18,Phoebe,Where are you Leslie?,fear,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
100,100_19,Phoebe,"Leslie, now would be a",sadness,neutral,0.25,majority,majority,neutral,neutral,disgust,,,,
102,102_0,Rachel,You said she was bald.,anger,neutral,0.5,majority,majority,neutral,surprise,neutral,,,,
102,102_1,Phoebe,"Yeah, she was bald, shes not now.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
102,102_2,Rachel,How could you not tell me that she has hair?,surprise,anger,0.772,majority,majority,anger,anger,surprise,,,,
102,102_3,Phoebe,"I dont know, I hardly ever say that about people.",neutral,neutral,0.5,majority,majority,neutral,anger,neutral,,,,
102,102_4,Rachel,"Ohh, well, this is just perfect!",anger,neutral,0.5,arbitrated,unknown,joy,anger,disgust,,,,
102,102_5,Phoebe,"Well Im sorry, I thought you said it was okay.",sadness,anger,0.45,majority,majority,neutral,anger,anger,,,,
102,102_6,Rachel,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",anger,disgust,0.9,majority,majority,anger,disgust,disgust,,,,
102,102_7,Phoebe,"Well, maybe it wont work out. Maybe Ross wont like her personality.",sadness,sadness,0.9,arbitrated,unknown,surprise,neutral,sadness,,,,
102,102_8,Rachel,"Why, does she have a bad personality?",neutral,neutral,0.5,arbitrated,unknown,neutral,joy,sadness,,,,
102,102_9,Phoebe,"Oh no, Bonnies the best!",joy,surprise,0.98,majority,majority,joy,surprise,surprise,,,,
104,104_0,Joey,"Excellent! Excellent! And uh, finally, are you into any weird stuff yknow, sexually?",joy,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
104,104_1,Cliff,No!,surprise,neutral,0.5,majority,majority,neutral,neutral,anger,,,,
104,104_2,Joey,"Oooh, wrong answer.",neutral,surprise,0.95,majority,majority,neutral,surprise,surprise,,,,
105,105_0,Phoebe,"Ow! My ass. Okay. Okay.  Oh, shhh!",anger,neutral,0.5,majority,majority,neutral,sadness,neutral,,,,
105,105_1,Phoebe,No! No!! Its me! Its me! I-I didnt want to make any noise!,fear,anger,0.0,majority,majority,anger,anger,fear,,,,
105,105_2,Phoebe Sr,Then don't break in!!,anger,anger,0.9,majority,majority,neutral,anger,anger,,,,
106,106_0,Joey,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",anger,sadness,0.9,majority,majority,sadness,surprise,sadness,,,,
106,106_1,Chandler,I have the lung capacity of a two year old.,neutral,neutral,0.5,arbitrated,unknown,anger,neutral,disgust,,,,
106,106_2,Monica,Then why are you smoking?,disgust,anger,0.635,majority,majority,anger,anger,neutral,,,,
106,106_3,Chandler,Well its very unsettling.,sadness,neutral,0.5,arbitrated,unknown,sadness,neutral,fear,,,,
