Dialogue_ID,Recognition_ID,Speaker,Utterance,Predicted_Emotion_Raw,Actual_Emotion
8,8_0_2_5,Jade,"Oh, Bob, he was nothing compared to you. I had to bite my lip to keep from screaming your name.","{
  ""recognition_id"": ""8_0_2_5"",
  ""reasoning"": ""High arousal (9) with predominantly positive sentiment yields Joy per Rule 2, and all four agents describe a playful, affectionate, and intensely positive tone."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.94,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",sadness
8,8_1_2_5,Chandler,"Well, that makes me feel so good.","{
  ""recognition_id"": ""8_1_2_5"",
  ""reasoning"": ""The utterance shows high sarcasm probability and elevated arousal while the underlying sentiment is negative, indicating anger rather than genuine joy."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.68,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",joy
8,8_2_2_5,Jade,It was just so awkward and bumpy.,"{
  ""recognition_id"": ""8_2_2_5"",
  ""reasoning"": ""The utterance shows moderate arousal (6) with clear negative sentiment, which maps to anger in the absence of sarcasm or surprise cues."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",neutral
8,8_3_2_5,Ross,Bumpy?,"{
  ""recognition_id"": ""8_3_2_5"",
  ""reasoning"": ""Most agents characterize the utterance as playful teasing within a light‑hearted, flirtatious scene, leading to a neutral‑to‑joy overall tone despite sarcasm cues."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.72,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent4"", ""Agent2""],
    ""dissenting_agents"": [""Agent3""]
  }
}",surprise
8,8_4_2_5,Chandler,"Well, maybe he had some kind of uh, new, cool style, that you're not familiar with.","{
  ""recognition_id"": ""8_4_2_5"",
  ""reasoning"": ""Agent4 reports high arousal (7) and negative sentiment polarity, which according to Rule 2 maps directly to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent3"", ""Agent5""]
  }
}",neutral
8,8_5_2_5,Chandler,And uh maybe you have to get used to it.,"{
  ""recognition_id"": ""8_5_2_5"",
  ""reasoning"": ""The identified character break forces reliance on the negative sentiment and moderate arousal, which together point to anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.68,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Sentiment Analyst""],
    ""dissenting_agents"": [""Context Historian"", ""Character Profiler"", ""Social Dynamics""]
  }
}",neutral
8,8_6_2_5,Jade,"Well there really wasn't much time to get used to it, you know what I mean?","{
  ""recognition_id"": ""8_6_2_5"",
  ""reasoning"": ""Agent3 shows negative sentiment with moderate arousal, but the character‑break rule gives priority to Agent4’s low‑intensity, face‑saving stance, leading to a neutral classification."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.62,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent3""]
  }
}",joy
9,9_0_6_18,Phoebe,Coming through!  Oh! Coming through!  Oh! Hello! Hi!  No! Right! Coming through!,"{
  ""recognition_id"": ""9_0_6_18"",
  ""reasoning"": ""Rule 2 applies: the utterance has a high arousal score (9) and an overall negative/frustrated sentiment, mapping to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4""]
  }
}",fear
9,9_1_6_18,Monica,"Oh well, its not so bad.","{
  ""recognition_id"": ""9_1_6_18"",
  ""reasoning"": ""Agent3 reports strong sarcasm cues and Agent4 treats the literal sentiment as positive; with low arousal this triggers the sarcasm‑override rule, mapping to DISGUST."",
  ""predicted_emotion"": ""disgust"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Sentiment Analyst""],
    ""dissenting_agents"": [""Context Historian"", ""Character Profiler"", ""Social Dynamics""]
  }
}",neutral
9,9_2_6_18,Fireman #1,"Yeah, most of the damage is pretty mostly contained in the bedrooms.","{
  ""recognition_id"": ""9_2_6_18"",
  ""reasoning"": ""All four expert agents interpret the utterance as a calm, factual assessment with low arousal and neutral/slightly positive sentiment, leading to unanimous consensus on a neutral emotion."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",sadness
9,9_3_6_18,Phoebe,Oh!,"{
  ""recognition_id"": ""9_3_6_18"",
  ""reasoning"": ""The high‑arousal exclamation \""Oh!\"" in a chaotic, post‑fire scene aligns with a sudden reaction, and three agents (Context Historian, Character Profiler, Sentiment Analyst) interpret it as a surprise response."",
  ""predicted_emotion"": ""surprise"",
  ""confidence"": 0.72,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3""],
    ""dissenting_agents"": [""Agent4""]
  }
}",surprise
9,9_4_6_18,Rachel,My God!,"{
  ""recognition_id"": ""9_4_6_18"",
  ""reasoning"": ""The high‑arousal exclamation in a fire emergency, with zero sarcasm probability and consistent reports of shock and alarm, points to genuine fear."",
  ""predicted_emotion"": ""fear"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",surprise
9,9_5_6_18,Joey,"Hey buddy, do you think I can borrow your uniform this Thursday?","{
  ""recognition_id"": ""9_5_6_18"",
  ""reasoning"": ""Both the Character Profiler and Sentiment Analyst label the utterance as a neutral, low‑arousal request with no sarcasm, so the consensus defaults to NEUTRAL."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent4""]
  }
}",neutral
9,9_6_6_18,Fireman #1,Excuse me?,"{
  ""recognition_id"": ""9_6_6_18"",
  ""reasoning"": ""High arousal (8) with negative sentiment from Agent4 maps to ANGER per Rule 2, reinforced by the conflict‑focused analysis of Agent5."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent4"", ""Agent5""],
    ""dissenting_agents"": [""Agent2""]
  }
}",surprise
9,9_7_6_18,Monica,Joey! Hes working!  You would look,"{
  ""recognition_id"": ""9_7_6_18"",
  ""reasoning"": ""Agent3’s high arousal (8) combined with a negative sentiment polarity triggers Rule 2, and the majority of agents (2, 3, 4) interpret the utterance as an angry, frustrated reprimand."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",anger
9,9_8_6_18,Joey,"Oh, how bad is it?","{
  ""recognition_id"": ""9_8_6_18"",
  ""reasoning"": ""High sarcasm probability combined with high arousal and negative sentiment leads to the Anger classification per the hierarchy rules"",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",sadness
9,9_9_6_18,Phoebe,"Oh, its bad. Its really bad. The only thing in there that isnt burned is an ass. Which I do","{
  ""recognition_id"": ""9_9_6_18"",
  ""reasoning"": ""Rule 2 maps the high arousal (10) and negative sentiment from the Sentiment Analyst to ANGER, which overrides other interpretations."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",sadness
9,9_10_6_18,Chandler,Hows your room Rach?,"{
  ""recognition_id"": ""9_10_6_18"",
  ""reasoning"": ""Low arousal (2) and neutral sentiment, plus unanimous context of a caring, non‑sarcastic inquiry, point to a neutral emotional state."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.93,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
9,9_11_6_18,Rachel,Everythings ruined. My bed. My clothes. Look at my favorite blue sweater.,"{
  ""recognition_id"": ""9_11_6_18"",
  ""reasoning"": ""High arousal (9‑10), strongly negative sentiment, and multiple agents explicitly flagging anger/frustration make anger the decisive classification."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1 (Context Historian)"", ""Agent3 (Sentiment Analyst)"", ""Agent4 (Social Dynamics)""],
    ""dissenting_agents"": []
  }
}",sadness
9,9_12_6_18,Monica,Isnt that mine?,"{
  ""recognition_id"": ""9_12_6_18"",
  ""reasoning"": ""Sentiment analysis reports high sarcasm probability with negative sentiment and moderate arousal, and social‑dynamics notes an emerging conflict, together indicating anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",neutral
9,9_13_6_18,Rachel,Fine! Im sorry for your loss!,"{
  ""recognition_id"": ""9_13_6_18"",
  ""reasoning"": ""Agent4 reports high arousal (8‑9) with a negative sentiment polarity, which according to Rule 2 maps directly to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",anger
9,9_14_6_18,Fireman #1,"So uh, youre not gonna be able to live here for a while, you ladies have a place to stay?","{
  ""recognition_id"": ""9_14_6_18"",
  ""reasoning"": ""Three agents interpret the utterance as a caring, pragmatic concern rather than anger, so the emotion is classified as neutral."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.8,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent3""]
  }
}",neutral
9,9_15_6_18,Rachel,"Wow! Oh-okay, look pal, I am","{
  ""recognition_id"": ""9_15_6_18"",
  ""reasoning"": ""Agent 3’s fine‑grained analysis reports very high arousal (9) and a shift to strongly negative sentiment with clear sarcasm, which together trigger the anger pattern despite lack of other agents’ classifications."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1""]
  }
}",joy
9,9_16_6_18,Monica,"Yes, they can stay with us.","{
  ""recognition_id"": ""9_16_6_18"",
  ""reasoning"": ""Rule 2 maps the low arousal (≤4) and positive sentiment of the utterance to NEUTRAL (contentment)"",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4""]
  }
}",neutral
9,9_17_6_18,Chandler,Have you figured out what started the fire Mr. Fireman?,"{
  ""recognition_id"": ""9_17_6_18"",
  ""reasoning"": ""Agent3 reports high arousal (7/10) and negative sentiment, indicating impatience and frustration that maps to anger, and no rule overrides this inference."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",neutral
10,10_0_6_20,Joey,Theres just so much pressure.,"{
  ""recognition_id"": ""10_0_6_20"",
  ""reasoning"": ""High arousal (score 7) combined with negative sentiment maps to ANGER per the arousal‑sentiment rule hierarchy."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4""]
  }
}",anger
10,10_1_6_20,Joey,"I mean no offense, but what you guys do is very different.","{
  ""recognition_id"": ""10_1_6_20"",
  ""reasoning"": ""The escalating tension and critical wording (\""I mean no offense, but…\"") dominate the neutral face‑saving cues, pointing to anger as the prevailing emotion."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.66,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4""]
  }
}",neutral
10,10_2_6_20,Joey,I dont know if youd understand.,"{
  ""recognition_id"": ""10_2_6_20"",
  ""reasoning"": ""Negative sentiment with moderate‑to‑high arousal and contextual cues of frustration lead to anger as the dominant emotion."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.66,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent5""]
  }
}",neutral
10,10_3_6_20,Ross,"Yeah, none of us have to deal with pressure at our jobs.","{
  ""recognition_id"": ""10_3_6_20"",
  ""reasoning"": ""Agent4’s high arousal (≥7) with negative sentiment maps to ANGER per Rule 2, and this is supported by the majority of agents."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent2""]
  }
}",neutral
11,11_0_7_24,Rachel,"Well Phoebe, we gotta do something!","{
  ""recognition_id"": ""11_0_7_24"",
  ""reasoning"": ""Agent3 reports an arousal score of 8 combined with a slightly positive sentiment, which activates Rule 2 and maps the emotion to JOY."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",sadness
11,11_1_7_24,Rachel,I mean theres no way Joeys gonna make it in time.,"{
  ""recognition_id"": ""11_1_7_24"",
  ""reasoning"": ""Three of the four agents characterize the utterance as anxiety‑based worry, which maps to the MELD label fear."",
  ""predicted_emotion"": ""fear"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent3""]
  }
}",fear
11,11_2_7_24,Rachel,So Im gonna go through the hotel and see if theres any other weddings going on.,"{
  ""recognition_id"": ""11_2_7_24"",
  ""reasoning"": ""Agent1 and Agent2 emphasize urgent, anxious concern, giving a majority indication of fear over the weaker anger signal from Agent3"",
  ""predicted_emotion"": ""fear"",
  ""confidence"": 0.66,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2""],
    ""dissenting_agents"": [""Agent3"", ""Agent4""]
  }
}",neutral
11,11_3_7_24,Phoebe,Okay. Oh but dont tell them Monicas pregnant because they frown on that.,"{
  ""recognition_id"": ""11_3_7_24"",
  ""reasoning"": ""Agent4 reports high arousal (7) with negative sentiment polarity, which according to Rule 2 maps directly to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1""],
    ""dissenting_agents"": [""Agent3"", ""Agent4"", ""Agent5""]
  }
}",neutral
11,11_4_7_24,Rachel,Okay.,"{
  ""recognition_id"": ""11_4_7_24"",
  ""reasoning"": ""Three agents (Character Profiler, Sentiment Analyst, Social Dynamics) independently label the utterance as neutral, outweighing the single contextual hint of worry."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
12,12_0_6_3,Ross,"Whats all this about you guys fighting?! Is this really over a room?! I mean, that is so silly!","{
  ""recognition_id"": ""12_0_6_3"",
  ""reasoning"": ""Majority of agents (Sentiment Analyst, Social Dynamics, Character Profiler) indicate high‑arousal, negative sentiment and conflict‑focused language, pointing to anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4"", ""Agent2""],
    ""dissenting_agents"": [""Agent1""]
  }
}",anger
12,12_1_6_3,Monica,"Ross, we can handle this.","{
  ""recognition_id"": ""12_1_6_3"",
  ""reasoning"": ""Three agents (Context Historian, Character Profiler, Sentiment Analyst) converge on a positive, light‑hearted interpretation, triggering the consensus rule for JOY."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3""],
    ""dissenting_agents"": [""Agent4""]
  }
}",neutral
12,12_2_6_3,Ross,"Well, apparently not, and I cant just stand by and watch two people I care about very much be hurt over something that is so silly.","{
  ""recognition_id"": ""12_2_6_3"",
  ""reasoning"": ""Agent4 (Sentiment Analyst) reports high arousal (8) combined with negative sentiment, which maps directly to ANGER by Rule 2."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",sadness
12,12_3_6_3,Ross,"I mean, enough of the silliness!","{
  ""recognition_id"": ""12_3_6_3"",
  ""reasoning"": ""Agent4’s high arousal (8‑9) with negative sentiment triggers Rule 2, mapping directly to ANGER, and all agents converge on a frustration/anger reading."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.94,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4"", ""Agent5""],
    ""dissenting_agents"": []
  }
}",anger
12,12_4_6_3,Chandler,"Well, why dont you tell her to stop being silly!","{
  ""recognition_id"": ""12_4_6_3"",
  ""reasoning"": ""Agent4's high arousal (7) combined with negative sentiment triggers Rule 2 → ANGER, and this is reinforced by a majority of agents (Character Profiler, Sentiment Analyst, Social Dynamics) indicating anger/exasperation."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0. nine,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",anger
12,12_5_6_3,Ross,Okay-okay!,"{
  ""recognition_id"": ""12_5_6_3"",
  ""reasoning"": ""High arousal (7‑8) combined with negative sentiment per the Sentiment Analyst activates Rule 2, mapping the utterance to Anger"",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4"", ""Agent5""]
  }
}",anger
12,12_6_6_3,Ross,"Two very good points, look Ive known you both a long time, and Ive never seen either of you one/millionth as happy as youve been since youve got together.","{
  ""recognition_id"": ""12_6_6_3"",
  ""reasoning"": ""Agent3 shows strong sarcasm indicators (probability >0.7) and Agent4’s inferred positive sentiment polarity with medium arousal triggers Rule 1, resulting in DISGUST."",
  ""predicted_emotion"": ""disgust"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent4"", ""Agent5""]
  }
}",sadness
12,12_7_6_3,Ross,Do you really want to throw that all away over a room?,"{
  ""recognition_id"": ""12_7_6_3"",
  ""reasoning"": ""Rule 2 maps the high arousal (9) and negative sentiment (identified by the Sentiment Analyst) to ANGER, and three agents (Context Historian, Sentiment Analyst, Social Dynamics) converge on this interpretation."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0. nine,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent2""]
  }
}",sadness
12,12_8_6_3,Ross,That is so silly.,"{
  ""recognition_id"": ""12_8_6_3"",
  ""reasoning"": ""Both the Sentiment Analyst and Social Dynamics reports identify a negative, mildly annoyed tone that best maps to anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.73,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1""]
  }
}",joy
12,12_9_6_3,Ross,"Now wh-what is more important, love or silliness?","{
  ""recognition_id"": ""12_9_6_3"",
  ""reasoning"": ""The Sentiment Analyst reports high arousal (7) combined with mixed/negative sentiment and strong sarcasm/irritation cues, which outweigh the lighter cues from other agents."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",neutral
12,12_10_6_3,Chandler,"Well, we are fond of the silliness, but we also have a soft spot for the love.","{
  ""recognition_id"": ""12_10_6_3"",
  ""reasoning"": ""All agents agree the utterance is sincere, positive and non‑sarcastic, leading to a joyful/positive classification despite low arousal."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.75,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2""],
    ""dissenting_agents"": [""Agent3"", ""Agent4""]
  }
}",neutral
12,12_11_6_3,Monica,Love is the best medicine.,"{
  ""recognition_id"": ""12_11_6_3"",
  ""reasoning"": ""Sentiment Analyst indicates a sarcasm probability > 0.7 combined with high arousal (≥7) and overall positive polarity, triggering Rule 1 which overrides to ANGER."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent4""]
  }
}",joy
12,12_12_6_3,Chandler,Thats laughter.,"{
  ""recognition_id"": ""12_12_6_3"",
  ""reasoning"": ""The Sentiment Analyst reports high arousal (7) with negative/ambivalent sentiment and strong sarcasm cues, which overrides the lighter contextual cues and points to anger."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.68,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent5""]
  }
}",joy
12,12_13_6_3,Monica,Why do you do it?,"{
  ""recognition_id"": ""12_13_6_3"",
  ""reasoning"": ""Sentiment Analyst reports high arousal (7‑8) with negative polarity, which maps to ANGER by Rule 2."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent2""]
  }
}",neutral
12,12_14_6_3,Chandler,I dont know.,"{
  ""recognition_id"": ""12_14_6_3"",
  ""reasoning"": ""All agents indicate low arousal, neutral sentiment and no sarcasm or high‑intensity cues, leading to a neutral classification"",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""],
    ""dissenting_agents"": []
  }
}",neutral
12,12_15_6_3,Ross,"Okay! All right! Now, Chandler you-you wanna live with Monica, right?","{
  ""recognition_id"": ""12_15_6_3"",
  ""reasoning"": ""Agent4 (Sentiment Analyst) reports high arousal (9) and positive sentiment, which according to Rule 2 maps directly to JOY; this is also the majority view among agents."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.88,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4""]
  }
}",neutral
12,12_16_6_3,Chandler,"Yeah, I do.","{
  ""recognition_id"": ""12_16_6_3"",
  ""reasoning"": ""Agent3 assigns a low arousal score (2) and positive sentiment polarity, which by Rule 2 maps to NEUTRAL (contentment)."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.78,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent3""],
    ""dissenting_agents"": [""Agent1""]
  }
}",neutral
12,12_17_6_3,Ross,"And Mon, you wanna live with Chandler, dont ya?","{
  ""recognition_id"": ""12_17_6_3"",
  ""reasoning"": ""A character‑break was detected, so Rule 4 prioritises the negative sentiment polarity (moderate arousal) over expected teasing behavior, resulting in ANGER as the decisive emotion."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.62,
  ""agent_consensus"": {
    ""agreeing_agents"": [],
    ""dissenting_agents"": [""Agent1"", ""Agent2"", ""Agent3"", ""Agent4""]
  }
}",neutral
12,12_18_6_3,Monica,Yes.,"{
  ""recognition_id"": ""12_18_6_3"",
  ""reasoning"": ""No sarcasm or high‑arousal cues are present, and the playful, light‑hearted context combined with a simple affirmative yields a neutral/low‑intensity positive classification."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.73,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2""],
    ""dissenting_agents"": []
  }
}",neutral
12,12_19_6_3,Ross,Good! A verbal contract is binding in the state of New York!,"{
  ""recognition_id"": ""12_19_6_3"",
  ""reasoning"": ""No overriding rule applies, so the majority (Agents 1, 2, 4) indicating a positive, playful reaction leads to JOY"",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.85,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent3""]
  }
}",joy
13,13_0_1_13,Roger,Oh.,"{
  ""recognition_id"": ""13_0_1_13"",
  ""reasoning"": ""Three agents (Context Historian, Character Profiler, Social Dynamics) converge on a neutral, non‑emotive acknowledgment, overriding ambiguous cues."",
  ""predicted_emotion"": ""neutral"",
  ""confidence"": 0.86,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent3""]
  }
}",neutral
13,13_1_1_13,Phoebe,"But I don't. Me, Phoebe.","{
  ""recognition_id"": ""13_1_1_13"",
  ""reasoning"": ""Agent4 reports high arousal (7‑9) with strong negative sentiment, and three agents (Context Historian, Sentiment Analyst, Social Dynamics) identify conflict‑driven, aggressive cues, leading to an Anger classification."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.92,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent4"", ""Agent5""],
    ""dissenting_agents"": [""Agent2""]
  }
}",neutral
13,13_2_1_13,Roger,"Well, I'm not I'm not at all surprised they feel that way.","{
  ""recognition_id"": ""13_2_1_13"",
  ""reasoning"": ""Strong sarcasm cues, high negative arousal and the sentiment analyst’s indication of frustration override the neutral professional readings, leading to an anger classification."",
  ""predicted_emotion"": ""anger"",
  ""confidence"": 0.71,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent1"", ""Agent3""],
    ""dissenting_agents"": [""Agent2"", ""Agent4""]
  }
}",neutral
13,13_3_1_13,Phoebe,"You're not? See, that's why you're so great!","{
  ""recognition_id"": ""13_3_1_13"",
  ""reasoning"": ""Agent2 reports a very low sarcasm probability and interprets the line as sincere praise, and Agent4 describes it as face‑enhancing positive reinforcement, which together outweigh the ambiguous sarcasm cues from Agent1 and Agent3."",
  ""predicted_emotion"": ""joy"",
  ""confidence"": 0.68,
  ""agent_consensus"": {
    ""agreeing_agents"": [""Agent2"", ""Agent4""],
    ""dissenting_agents"": [""Agent1"", ""Agent3""]
  }
}",surprise
