Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,reasoning,shift_flag,mental_state_raw,linguistic_signal_tag
98,98_5,Monica,Who am I gonna meet in a blackout?,anger,anger,0.9,"The `Dynamic Mental State (LaERC)` signal explicitly states Monica is experiencing 'growing anger and frustration' due to the blackout. This internal state is further supported by the `Relational Vulnerability Analysis`, indicating a 'DEFENSIVE' dynamic with her mother, which makes an 'Anger/Disgust mask probable' for Monica.",FALSE,"```json
{
  ""immediate_intent"": ""Expressing frustration and disappointment about the social inconvenience and personal discomfort caused by the blackout."",
  ""internal_state"": ""Monica is experiencing growing anger and frustration, coupled with a sense of disappointment and loss due to the blackout's",NEUTRAL
98,98_6,Monica,Power company guys?,anger,sadness,0.9,"Temporal Shift is FALSE, making LaERC and Relational Vulnerability signals dominate. LaERC's 'internal_state' is 'Deep despair and frustration' and 'surface_vs_subtext' is 'misaligned', indicating a hidden negative emotion. Relational Vulnerability to Phoebe states 'Sadness/Fear are MORE likely than the surface suggests,' directly pointing to a negative emotion, with 'sadness' being a direct match for 'despair' from LaERC.",FALSE,"```json
{
  ""immediate_intent"": ""Express sarcasm and despair over the lack of desirable social opportunities during the blackout."",
  ""internal_state"": ""Deep despair and frustration over the loss of social opportunities and the general inconvenience of the blackout."",
  ""surface_vs_subtext"": ""misali",NEUTRAL
98,98_7,Monica,Eligible looters?,anger,anger,0.95,"LaERC's internal_state indicates 'escalating anger, frustration, and anxiety,' while Micro-Linguistic Analysis's Linguistic Tone is 'AGGRESSIVE.' Both signals strongly support the classification of anger.",TRUE,"```json
{
  ""immediate_intent"": ""To express strong protest against an inappropriate outfit and to articulate deep frustration and anxiety about the current circumstances."",
  ""internal_state"": ""Monica is experiencing escalating anger, frustration, and anxiety, feeling misunderstood, powerless, and i",AGGRESSIVE
98,98_8,Monica,Could we talk about this later?,anger,fear,0.9,"The LaERC identifies an 'internal_state' of 'High stress, fear, and frustration' and states that 'surface_vs_subtext' is 'misaligned', indicating the neutral linguistic tone masks negative underlying emotions. This is further reinforced by the Relational Vulnerability Analysis, which states that for Monica's 'SAFE/SUPPORTIVE' dynamic with Rachel and Phoebe, 'Sadness/Fear are MORE likely than the surface suggests,' directly supporting the interpretation of underlying fear.",FALSE,"```json
{
  ""immediate_intent"": ""To postpone or avoid an uncomfortable conversation."",
  ""internal_state"": ""High stress, fear, and frustration."",
  ""surface_vs_subtext"": ""misaligned"",
  ""emotional_momentum"": ""de-escalating""
}
```",NEUTRAL
98,98_9,Monica,OK.,neutral,sadness,0.95,"The LaERC's 'internal_state' identifies 'weary resignation' and 'deep frustration' masked by a neutral facade. This is further supported by the Relational Vulnerability Analysis, which notes Monica's 'resigned 'OK.' due to a 'DEFENSIVE' relationship dynamic with her mother, indicating sadness from powerlessness.",FALSE,"```json
{
  ""immediate_intent"": ""To signal compliance or acceptance of the request to talk later, and to end the immediate confrontation."",
  ""internal_state"": ""Monica is feeling suppressed anger, deep frustration, and weary resignation, masked by a neutral facade."",
  ""surface_vs_subtext"": ""misalig",NEUTRAL
98,98_10,Phoebe,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,fear,0.9,"Despite the neutral linguistic tone and low arousal, the LaERC internal state clearly indicates 'Feeling concerned and somewhat anxious about her grandma.' Furthermore, the Relational Vulnerability analysis states 'Sadness/Fear are MORE likely than the surface suggests,' which explicitly overrides the surface neutrality and points to an underlying negative emotion.",FALSE,"```json
{
  ""immediate_intent"": ""To seek assistance in contacting her grandma to ensure her safety and well-being."",
  ""internal_state"": ""Feeling concerned and somewhat anxious about her grandma, driven by a desire for reassurance."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknow",NEUTRAL
98,98_11,Phoebe,"Well, I never call",neutral,sadness,0.85,"The Empathy Reasoner's 'Latent Sentiment: Negative' and '[LINGUISTIC TONE: WITHDRAWN/VULNERABLE]' override the neutral surface sentiment and LaERC's 'Neutral, factual' assessment. The Vulnerability Gate, noting the '[RELATIONSHIP DYNAMIC: SAFE/SUPPORTIVE]' between Phoebe and Monica, indicates that 'Sadness/Fear are MORE likely than the surface suggests,' further supporting a deeper negative emotion related to disconnect and lack of initiative.",FALSE,"```json
{
  ""immediate_intent"": ""To neutrally explain why she does not know her phone number, providing context for her earlier question."",
  ""internal_state"": ""Neutral, factual, and not indicative of strong emotion; she is simply stating a fact."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_mom",WITHDRAWN/VULNERABLE
99,99_0,Joey,What cha doing?,neutral,neutral,0.98,"The Micro-Linguistic Analysis strongly indicates a [LINGUISTIC TONE: NEUTRAL] with low arousal and neutral sentiment. Additionally, the LaERC's internal_state is 'Neutral, curious, unburdened by strong emotions', aligning with a neutral classification for this straightforward question.",FALSE,"```json
{
  ""immediate_intent"": ""To neutrally inquire about the activity of another person, potentially initiating conversation."",
  ""internal_state"": ""Neutral, curious, unburdened by strong emotions."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
99,99_1,Chandler,Having a swim.,neutral,neutral,0.98,"The Micro-Linguistic Analysis found the 'Linguistic Tone: NEUTRAL' due to straightforward vocabulary, simple syntax, neutral punctuation, and a low arousal matrix. LaERC's 'internal_state' also confirmed Chandler is 'Neutral, focused on the current activity without expressing strong emotion', and 'surface_vs_subtext' is 'aligned', indicating no hidden emotional subtext for this specific utterance.",FALSE,"```json
{
  ""immediate_intent"": ""To provide a neutral and factual answer to a direct question."",
  ""internal_state"": ""Neutral, focused on the current activity without expressing strong emotion."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
99,99_2,Joey,What about the chick?,neutral,neutral,0.95,"Micro-Linguistic Analysis indicates a '[LINGUISTIC TONE: NEUTRAL]' with 'neutral, direct question for information' and 'low arousal.' The Dynamic Mental State also suggests 'Neutral, with a hint of curiosity,' and Temporal Shift Detection confirms '[SHIFT: FALSE - CONTINUITY MAINTAINED]', aligning with the preceding neutral dialogue.",FALSE,"```json
{
  ""immediate_intent"": ""Seeking information about a third party and continuing the conversation."",
  ""internal_state"": ""Neutral, with a hint of curiosity."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
99,99_3,Chandler,Chicks dont swim.,neutral,neutral,0.95,"Micro-Linguistic Analysis indicates a NEUTRAL tone with neutral lexical and syntactic features, and neutral sentiment. Dynamic Mental State describes Chandler's internal state as 'Neutral, observational, detached' with 'stable emotional momentum', aligning surface and subtext. Temporal Shift Detection is FALSE, indicating continuity in the emotional state for the current turn, and the Retrieved Similar Examples for neutral factual statements further support this classification.",FALSE,"```json
{
  ""immediate_intent"": ""To provide a neutral observation about a general characteristic or to indirectly state that the chick is not swimming."",
  ""internal_state"": ""Neutral, observational, detached."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
99,99_4,Joey,Are you sure?,neutral,neutral,1.0,"The LaERC Dynamic Mental State explicitly describes Joey's internal state as 'neutral and calmly inquisitive' with 'surface_vs_subtext' aligned. This is strongly supported by the Micro-Linguistic Analysis, which identifies a '[LINGUISTIC TONE: NEUTRAL]', low arousal, and neutral sentiment.",FALSE,"```json
{
  ""immediate_intent"": ""Joey is neutrally seeking confirmation or clarification regarding Chandlers statement that chicks do not swim."",
  ""internal_state"": ""Joey's true internal emotional state is neutral and calmly inquisitive."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ",NEUTRAL
99,99_5,Chandler,I dont know. Should we try it?,neutral,neutral,0.95,"The Micro-Linguistic Analysis indicates a NEUTRAL tone with low arousal and neutral sentiment, and the LaERC internal state describes Chandler as 'Neutral' and expressing 'uncertainty'. The Temporal Shift Detection is 'FALSE', aligning with the NEUTRAL labels from the Retrieved Examples for the phrase 'I don't know'.",FALSE,"```json
{
  ""immediate_intent"": ""To express uncertainty regarding a previous statement and to propose an experiment or an open discussion with Joey."",
  ""internal_state"": ""Neutral, open, and slightly curious, with a shift from a previous assertive stance to uncertainty."",
  ""surface_vs_subtext"": ""al",NEUTRAL
99,99_6,Joey,Sure.,neutral,neutral,0.95,"Micro-Linguistic Analysis indicates a 'LINGUISTIC TONE: NEUTRAL' with no high-emotion keywords, intensifiers, or strong punctuation, suggesting low arousal and neutral sentiment. Dynamic Mental State's 'internal_state' for Joey is 'neutral, open, or mildly curious' with 'surface_vs_subtext' being 'aligned', further confirming a neutral internal and external state.",FALSE,"```json
{
  ""immediate_intent"": ""Joey is neutrally agreeing to or accepting Chandlers suggestion to consider letting chicks swim."",
  ""internal_state"": ""Joey is neutral, open, or mildly curious about the proposed action, having shifted from a state of mild doubt."",
  ""surface_vs_subtext"": ""aligned"",",NEUTRAL
99,99_7,Chandler,"See, I told you they dont swim.",neutral,anger,0.9,"Temporal Shift Detection identifies an 'emotional pivot' with a 'slightly negative emotional tone (e.g., smugness, superiority, vindication), breaking the neutral emotional continuity.' The Decision Protocol dictates that when a shift is detected, current-turn signals are weighted heavily, and this strong negative assessment points towards ANGER (vindication, superiority). Although Micro-Linguistic Analysis and LaERC indicate neutral elements, the explicit negative emotional tone identified by Temporal Shift detection overrides these for the final classification.",TRUE,"```json
{
  ""immediate_intent"": ""To re-affirm a prior statement or belief, validating his initial position."",
  ""internal_state"": ""Neutral confidence in his knowledge, having returned from a brief moment of uncertainty."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
99,99_8,Joey,Wait. Give him a minute.,neutral,neutral,0.98,"The LaERC internal state explicitly describes Joey as 'Neutral, calm, and attentively waiting,' with a 'stable' emotional momentum. This is corroborated by the Micro-Linguistic Analysis, which identifies the linguistic tone, surface sentiment, latent sentiment, and arousal as 'Neutral' and '1 (Very low)' respectively, indicating a non-emotional state.",FALSE,"```json
{
  ""immediate_intent"": ""To neutrally observe and allow time for a situation involving a chick to unfold, possibly to gather evidence related to its ability to swim."",
  ""internal_state"": ""Neutral, calm, and attentively waiting."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""s",NEUTRAL
99,99_9,Chandler,"Noo!  Oh, its okay, its okay, baby, baby, baby.",fear,fear,0.98,"Temporal Shift Detection identifies an emotional pivot with a sudden, intense negative reaction ('Noo!') followed by self-soothing. LaERC's internal_state explicitly states 'Experiencing intense fear, panic, and a strong need for comfort and control,' confirming the primary emotion is fear, which the subsequent words attempt to mitigate.",TRUE,"```json
{
  ""immediate_intent"": ""Express extreme fear or distress and immediately attempt self-soothing or reassurance to mitigate the negative emotional state."",
  ""internal_state"": ""Experiencing intense fear, panic, and a strong need for comfort and control."",
  ""surface_vs_subtext"": ""misaligned"",",SOOTHING/COMFORTING
100,100_0,Phoebe,"Me taking care of you is no problem, huh?",neutral,neutral,1.0,"The 'Retrieved Similar Examples' and the 'Micro-Linguistic Analysis' (specifically the '[LINGUISTIC TONE: NEUTRAL]' and the 'Surface Sentiment Neutral to Positive') strongly indicate a neutral classification. The 'LaERC internal_state' also aligns, describing Phoebe's disposition as 'Neutral, with a helpful and slightly uncertain disposition', reinforcing the lack of strong positive or negative emotion.",FALSE,"```json
{
  ""immediate_intent"": ""To offer support or care and seek confirmation of its acceptance or comfort from the recipient."",
  ""internal_state"": ""Neutral, with a helpful and slightly uncertain disposition, not indicating significant stress, joy, or tension."",
  ""surface_vs_subtext"": ""aligned"",",NEUTRAL
100,100_1,Phoebe,You guys feel safe.,neutral,neutral,0.9,"LaERC's 'internal_state' and 'immediate_intent' both indicate Phoebe is 'neutral and observational, without strong positive or negative emotions' and intends 'to neutrally state an observation.' This is further supported by the Micro-Linguistic 'LINGUISTIC TONE: NEUTRAL', which describes the calm, neutral delivery, overriding the positive valence of the word 'safe' as it pertains to the recipients' feelings rather than Phoebe's own expressed emotion. The Temporal Shift being 'FALSE' reinforces the dominance of these signals, aligning with the neutral sentiment from the Retrieved Examples.",FALSE,"```json
{
  ""immediate_intent"": ""To neutraly state an observation about the recipients' current emotional state."",
  ""internal_state"": ""Neutral and observational, without strong positive or negative emotions."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
100,100_2,Phoebe,Right?,neutral,neutral,0.95,"The Micro-Linguistic Analysis explicitly states a '[LINGUISTIC TONE: NEUTRAL]', with low arousal and neutral surface/latent sentiment. The Dynamic Mental State (LaERC) indicates Phoebe's internal state is 'helpful, responsible, and seeking confirmation' with aligned surface/subtext and stable emotional momentum, consistent with a neutral inquiry. The closest retrieved example in punctuation is 'Right.' classified as NEUTRAL.",FALSE,"```json
{
  ""immediate_intent"": ""To affirm her willingness to provide care and seek confirmation that this is acceptable or desirable to the others."",
  ""internal_state"": ""Phoebe is feeling helpful, responsible, and is seeking confirmation of her role or its acceptance from the group."",
  ""surface_v",NEUTRAL
100,100_3,Phoebe,"Okay, Im gonna take that spit bubble as, ""Yeah, I do!""",neutral,joy,1.0,"Micro-Linguistic Analysis identifies a strong exclamation mark in the interpreted phrase and a positive pragmatic disconnect, both indicating high arousal and strong positive sentiment. Temporal Shift Detection confirms a clear increase in positive arousal and valence from the preceding neutral turn.",TRUE,"```json
{
  ""immediate_intent"": ""To confirm her understanding of the group's feeling of safety and the acceptance of her caretaking role, with a lighthearted, observational touch."",
  ""internal_state"": ""Neutral to positive, observant, slightly light-hearted, and reassured by the implied positive res",OPTIMISTIC/ENTHUSIASTIC
100,100_4,Phoebe,"Okay, after I get rid of this dirty diaper Leslie, Ill set you up with a clean one.",neutral,neutral,0.95,"The Micro-Linguistic Analysis indicates a 'NEUTRAL' tone with a calm, factual, and task-oriented message, referencing 'dirty diaper' and 'clean one' as neutral caregiving tasks. The Dynamic Mental State (LaERC) confirms this with an 'internal_state' of 'Neutral, responsible, and caring' and an 'emotional_momentum' of 'stable', aligning with a neutral, unexpressed sentiment.",FALSE,"```json
{
  ""immediate_intent"": ""To communicate a caregiving action and provide reassurance of upcoming comfort."",
  ""internal_state"": ""Neutral, responsible, and caring."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
100,100_5,Phoebe,"Okay, Im sorry.",sadness,sadness,0.95,"LaERC's 'internal_state' explicitly lists 'Sorrow, penitence, vulnerability, and genuine remorse.' The Micro-Linguistic Analysis highlights 'sorry' as a high-intensity, negative keyword indicating 'regret, remorse, or guilt,' with 'Negative' surface and latent sentiment. These strong current-turn signals override the 'neutral' retrieved examples due to 'Temporal Shift Detection: TRUE'.",TRUE,"```json
{
  ""immediate_intent"": ""To express sincere regret and apologize for a prior action or the current emotional state of the other parties."",
  ""internal_state"": ""Sorrow, penitence, vulnerability, and genuine remorse for an implied mistake or oversight."",
  ""surface_vs_subtext"": ""aligned"",
  ""e",NEUTRAL
100,100_6,Phoebe,I didnt mean to scare you.,sadness,sadness,0.95,"LaERC `internal_state` explicitly indicates 'sadness or regret,' while Micro-Linguistic Analysis `Emotional Signals` highlights 'regret, empathy, and concern,' both strongly supporting sadness. Furthermore, the `VULNERABILITY GATE` identifies a 'SAFE/SUPPORTIVE' relationship dynamic, making sadness 'MORE likely' than the surface suggests, aligning with the speaker's vulnerable tone.",FALSE,"```json
{
  ""immediate_intent"": ""To express regret and apologize for a perceived negative impact on the recipient."",
  ""internal_state"": ""Feeling guilt, sadness, or regret regarding the effect of her previous demeanor or actions."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""escalati",WITHDRAWN/VULNERABLE
100,100_7,Phoebe,I just have to clean that up.,neutral,neutral,0.95,"The Micro-Linguistic Analysis explicitly states a LINGUISTIC TONE of NEUTRAL and a Latent Sentiment of NEUTRAL, noting the softening effect of 'just' on 'have to'. The Dynamic Mental State confirms Phoebe's `internal_state` as 'neutral and focused on the task at hand, having processed the regret from the prior apologies.' Additionally, the Relational Vulnerability Analysis's context explanation explicitly describes 'Phoebe's neutral, reassuring tone' towards Leslie, all reinforcing a neutral classification for this utterance.",FALSE,"```json
{
  ""immediate_intent"": ""Phoebe is stating a neutral, immediate task that needs to be performed, moving on from a previous negative emotional state."",
  ""internal_state"": ""Phoebe is feeling neutral and focused on the task at hand, having processed the regret from the prior apologies."",
  ""su",NEUTRAL
100,100_8,Phoebe,Okay?,neutral,neutral,0.9,"Micro-Linguistic Analysis explicitly states 'LINGUISTIC TONE: NEUTRAL' and 'Surface Sentiment: Neutral,' directly describing the expressed emotion. LaERC confirms `surface_vs_subtext: aligned`, indicating no masked negative emotion, and states Phoebe's `internal_state` is primarily 'Neutral,' reinforcing the neutral expressed sentiment of the utterance.",FALSE,"```json
{
  ""immediate_intent"": ""To seek confirmation, neutral acknowledgment, or to signal readiness to proceed after a preceding apology and explanation."",
  ""internal_state"": ""Neutral and focused on the task at hand (cleaning), with lingering concern for the comfort of the other person after an u",NEUTRAL
100,100_9,Phoebe,"Cause lets face it, were at Monicas.",neutral,neutral,0.95,The LaERC indicates an 'internal_state' of 'Neutral and observant' with 'emotional momentum de-escalating' after previous apologies. The Micro-Linguistic Analysis identifies a 'NEUTRAL' Linguistic Tone and low arousal for the utterance.,FALSE,"```json
{
  ""immediate_intent"": ""To neutrally state a simple fact about the current location, potentially as a transition or to return to a neutral topic after an apology."",
  ""internal_state"": ""Neutral and observant, having de-escalated from a state of regret after offering apologies."",
  ""surface_",NEUTRAL
100,100_10,Phoebe,I broke it.,sadness,sadness,0.95,"The LaERC's 'internal_state' identifies 'Feeling guilty, anxious about potential repercussions, and remorseful,' strongly suggesting a negative emotion. The Micro-Linguistic analysis supports this with 'Negative' surface/latent sentiment, 'High (7-9)' arousal, and a 'WITHDRAWN/VULNERABLE' tone, all indicating sorrow, regret, and self-blame. The Temporal Shift [SHIFT: TRUE] confirms a significant pivot to negative valence and high arousal, heavily weighting these current-turn signals over the neutral anchor.",TRUE,"```json
{
  ""immediate_intent"": ""Confess responsibility for an accident and address its immediate consequence."",
  ""internal_state"": ""Feeling guilty, anxious about potential repercussions, and remorseful."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""escalating""
}
```",WITHDRAWN/VULNERABLE
100,100_11,Phoebe,All right.,neutral,neutral,0.98,"Temporal Shift is TRUE, heavily weighting current-turn signals. Micro-Linguistic Tone is NEUTRAL, LaERC internal_state is 'Neutral and accepting' with surface_vs_subtext 'aligned', and Relational Vulnerability notes Phoebe 'doesn't display significant personal distress, maintaining her caregiver persona', all strongly indicating neutral emotion.",TRUE,"```json
{
  ""immediate_intent"": ""To acknowledge the current situation and signal readiness to proceed with handling the broken item."",
  ""internal_state"": ""Neutral and accepting of the situation, with a sense of readiness to act."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
",NEUTRAL
100,100_12,Phoebe,"Well, thats just the way that goes.",neutral,sadness,0.9,"The LaERC internal_state explicitly identifies 'Sadness and resignation', and the Relational Vulnerability Analysis states that 'Sadness/Fear are MORE likely than the surface suggests' in this SAFE/SUPPORTIVE relationship dynamic. The Micro-Linguistic analysis also acknowledges 'resignation' in its detailed assessment of latent sentiment and arousal, even if the overall linguistic tone is classified as neutral.",FALSE,"```json
{
  ""immediate_intent"": ""Expressing acceptance and resignation regarding the consequence of breaking something at a friend's house."",
  ""internal_state"": ""Sadness and resignation, tinged with a pragmatic acceptance of an unchangeable situation."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotion",NEUTRAL
100,100_13,Phoebe,"Okay, good.",neutral,sadness,0.9,"The LaERC's 'internal_state' identifies 'negative feelings of guilt and resignation,' which are forms of sadness. The 'VULNERABILITY GATE' indicates that 'Sadness/Fear are MORE likely than the surface suggests' given the 'SAFE/SUPPORTIVE' relationship dynamic, overriding the Micro-Linguistic Tone of 'NEUTRAL' and the closest anchor 'Good!' -> NEUTRAL. The neutral surface expression is interpreted as Phoebe's successful 'striving for composure and acceptance' to manage these underlying negative feelings.",FALSE,"```json
{
  ""immediate_intent"": ""To signal acceptance of the situation and a readiness to move on, potentially to address the consequences or shift the focus."",
  ""internal_state"": ""Processing negative feelings of guilt and resignation, striving for composure and acceptance to move forward."",
  ""sur",NEUTRAL
100,100_14,Phoebe,Why are there only two of you?,fear,anger,0.9,"The Micro-Linguistic Analysis identifies 'LINGUISTIC TONE: AGGRESSIVE' and 'Negative Sentiment' due to the word 'only,' indicating a perceived lack or problem. This aggressive tone and negative sentiment, combined with 'Medium to High Arousal (7/10),' points strongly towards anger, overriding the LaERC's 'Neutral and calm' internal state, as per the protocol's override rule.",FALSE,"```json
{
  ""immediate_intent"": ""To seek neutral information about the current social environment, specifically who is present."",
  ""internal_state"": ""Neutral and calm, having processed and accepted a previous event without strong emotional response."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional",AGGRESSIVE
100,100_15,Phoebe,Where is Leslie?,fear,neutral,1.0,"Micro-Linguistic Analysis indicates the utterance is a neutral, direct question with no emotional cues. Dynamic Mental State (LaERC) confirms an 'internal_state': 'Neutral and inquisitive' and 'surface_vs_subtext': 'aligned', further supporting the neutral classification.",FALSE,"```json
{
  ""immediate_intent"": ""To inquire about Leslie's location."",
  ""internal_state"": ""Neutral and inquisitive."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
100,100_16,Phoebe,"Well, you cant answer.",neutral,fear,0.9,"The LaERC indicates a clear `internal_state` of 'Experiencing escalating fear and worry' and explicitly states `surface_vs_subtext: 'misaligned'`, suggesting the aggressive tone (identified by Micro-Linguistic Analysis) is a mask for underlying fear. Additionally, the Vulnerability Gate rule states that `Fear are MORE likely than the surface suggests` given the [RELATIONSHIP DYNAMIC: SAFE/SUPPORTIVE] between Phoebe and Leslie.",FALSE,"```json
{
  ""immediate_intent"": ""To state an observation of the other party's unresponsiveness and implicitly express increased concern or fear about Leslie's whereabouts."",
  ""internal_state"": ""Experiencing escalating fear and worry due to Leslie's absence and the inability to get answers."",
  ""sur",AGGRESSIVE
100,100_17,Phoebe,Leslie?,neutral,fear,0.95,"The `internal_state` clearly indicates Phoebe is 'worried and concerned about Leslie's unexplained absence,' strongly suggesting fear. This is further reinforced by the `Vulnerability Gate`, which states that FEAR is more likely than what the neutral surface suggests due to the 'SAFE/SUPPORTIVE' relationship dynamic.",FALSE,"```json
{
  ""immediate_intent"": ""To locate Leslie or gather information about Leslie's whereabouts."",
  ""internal_state"": ""Phoebe is worried and concerned about Leslie's unexplained absence."",
  ""surface_vs_subtext"": ""misaligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
100,100_18,Phoebe,Where are you Leslie?,fear,fear,0.95,The Dynamic Mental State (LaERC) indicates Phoebe is 'concerned and anxious about Leslie's whereabouts' and that her 'surface_vs_subtext' are 'aligned'. The Relational Vulnerability Analysis also states 'Sadness/Fear are MORE likely than the surface suggests' due to the 'SAFE/SUPPORTIVE' relationship dynamic.,FALSE,"```json
{
  ""immediate_intent"": ""Phoebe is calling Leslie, seeking to locate them and understand their absence."",
  ""internal_state"": ""Phoebe is concerned and anxious about Leslie's whereabouts, possibly feeling frustrated due to a lack of answers."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_m",NEUTRAL
100,100_19,Phoebe,"Leslie, now would be a",sadness,fear,0.95,"The LaERC internal state indicates 'Worried, anxious' due to Leslie's unexplained absence, strongly aligning with fear. The Relational Vulnerability Analysis also states that 'Sadness/Fear are MORE likely than the surface suggests' given the SAFE/SUPPORTIVE relationship dynamic, further reinforcing the presence of fear.",FALSE,"```json
{
  ""immediate_intent"": ""Locate Leslie and understand the reason for their absence, seeking information from the other individuals present."",
  ""internal_state"": ""Worried, anxious, and slightly frustrated due to Leslie's unexplained absence."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_",UNKNOWN
101,101_0,Phoebe,Hey!,joy,surprise,0.8,"The 'Neutral Last Resort' rule prevents classifying this utterance as neutral, as Temporal Shift detects 'significant increase in positive arousal' and an 'EMOTIONAL PIVOT DETECTED' from a neutral baseline, indicating high arousal. Although LaERC describes a 'Neutral and open to interaction' internal state and 'aligned' surface/subtext, the Temporal Gate emphasizes weighting these current-turn signals heavily. The strong positive arousal signal from Temporal Shift overrides the neutral state, and Surprise best fits the description of a positive emotional pivot for an initial, attention-grabbing utterance.",TRUE,"```json
{
  ""immediate_intent"": ""To initiate a conversation or greet someone."",
  ""internal_state"": ""Neutral and open to interaction."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",UNKNOWN
101,101_1,Monica,Hey.,neutral,neutral,0.95,"Temporal Shift Detection [SHIFT: TRUE] requires heavily weighting current-turn signals. LaERC's `internal_state` is 'Neutral, no strong emotions indicated,' and `immediate_intent` is 'Neutral greeting, acknowledging Phoebe's presence,' both strongly supporting neutral.",TRUE,"```json
{
  ""immediate_intent"": ""Neutral greeting, acknowledging Phoebe's presence."",
  ""internal_state"": ""Neutral, no strong emotions indicated."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",UNKNOWN
101,101_2,Phoebe,"Hey, why are you mopping your ceiling?",sadness,surprise,0.95,"The LaERC internal_state explicitly indicates Phoebe is 'curious and surprised', and the Micro-Linguistic Analysis highlights a 'significant pragmatic disconnect' regarding the unusual action, both strongly supporting SURPRISE. The retrieved similar examples also show 'why' questions leading to SURPRISE.",FALSE,"```json
{
  ""immediate_intent"": ""Phoebe is expressing surprise and seeking an explanation for Monica's unusual action."",
  ""internal_state"": ""Phoebe is curious and surprised, with a neutral overall emotional state."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",UNKNOWN
101,101_3,Monica,"Oh, theres banana on it.",neutral,neutral,0.95,"Micro-Linguistic Analysis (LINGUISTIC TONE: NEUTRAL) and Dynamic Mental State (internal_state: Neutral and factual) both strongly indicate a neutral emotional state. The Relational Vulnerability Analysis further supports this by stating 'absence of negative emotional display or masking,' signifying that neutral is an authentic, unmasked emotion due to the safe relationship dynamic.",FALSE,"```json
{
  ""immediate_intent"": ""Explaining the reason for her action (mopping the ceiling)."",
  ""internal_state"": ""Neutral and factual, with no strong emotional valence apparent."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""stable""
}
```",NEUTRAL
102,102_0,Rachel,You said she was bald.,anger,anger,0.9,"Dynamic Mental State (LaERC) identifies 'Surprise and frustration' as the internal state and 'To confront someone about a false prior statement and express surprise or accusation' as the immediate intent, strongly indicating ANGER (frustration). Relational Vulnerability Analysis confirms this, stating 'Rachel's default mask, in this specific interaction, is anger and frustration,' and describes 'an outburst of anger and a sense of being personally 'perfected' upon,' further reinforcing ANGER as the dominant expressed emotion.",FALSE,"```json
{
  ""immediate_intent"": ""To confront someone about a false prior statement and express surprise or accusation."",
  ""internal_state"": ""Surprise and frustration at being misled or given incorrect information."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
102,102_1,Phoebe,"Yeah, she was bald, shes not now.",neutral,fear,0.85,"The Vulnerability Gate indicates a 'DEFENSIVE' relational dynamic, making Sadness/Fear 'MORE likely than the surface suggests' despite a 'NEUTRAL' Micro-Linguistic Tone.",FALSE,"```json
{
  ""immediate_intent"": ""Clarify a previous statement with updated information about a person's physical appearance."",
  ""internal_state"": ""Neutral, factual, and informative, showing no strong emotional sentiment."",
  ""surface_vs_subtext"": ""aligned"",
  ""emotional_momentum"": ""unknown""
}
```",NEUTRAL
